cell,celltype_final,soma_x_um,soma_y_um,soma_z_um
720575940558711688,RBC,626.425,584.896,34.2432
720575940570315809,RBC,727.874,629.473,32.3957
720575940569043745,RBC,694.991,571.543,30.1514
720575940565011558,RBC,650.93,644.819,32.0496
720575940569369121,RBC,664.488,547.09,28.339
720575940564753133,RBC,671.827,521.255,29.888
720575940569371937,RBC,674.865,541.722,26.4056
720575940564692281,RBC,701.401,585.759,34.1071
720575940567178526,RBC,731.711,591.554,34.1179
720575940564539552,RBC,722.995,596.811,32.8368
720575940569571737,RBC,681.311,527.713,28.5109
720575940564295579,RBC,634.49,578.274,33.9715
720575940564286908,RBC,671.056,553.197,7.8451
720575940564286140,RBC,705.458,554.133,31.3288
720575940587136765,RBC,686.085,533.863,29.4998
720575940569659318,RBC,692.227,639.957,33.8018
720575940569750561,RBC,668.586,568.222,31.0283
720575940567213342,RBC,756.731,604.669,31.5387
720575940565191588,RBC,689.769,611.921,32.7619
720575940569754145,RBC,712.653,581.751,30.8102
720575940568689929,RBC,711.221,658.79,34.9961
720575940565610141,RBC,688.156,644.117,33.3707
720575940569047073,RBC,694.546,575.483,33.2949
720575940566652937,RBC,659.551,549.269,29.1711
720575940569065249,RBC,708.163,599.363,32.7498
720575940569081121,RBC,713.856,595.651,31.0357
720575940569085473,RBC,729.26,598.904,33.8035
720575940569216374,RBC,701.839,612.536,32.0985
720575940566524701,RBC,624.746,588.956,32.7163
720575940569240973,RBC,649.35,634.947,33.7945
720575940566367362,RBC,716.162,552.97,31.4932
720575940566278510,RBC,688.417,646.343,32.8002
720575940565950031,RBC,633.269,576.729,32.1416
720575940565948751,RBC,696.585,596.033,30.1137
720575940568985098,RBC,722.968,609.163,32.2857
720575940565799945,RBC,661.918,532.133,30.7982
720575940569255309,RBC,656.708,547.2,28.1783
720575940565609629,RBC,694.174,645.984,30.7328
720575940558802746,RBC,728.679,560.745,32.1934
720575940567213598,RBC,749.047,620.935,33.4163
720575940563666315,RBC,680.725,556.997,28.8568
720575940569918753,RBC,692.805,630.418,31.0344
720575940561094833,RBC,736.271,562.729,33.0858
720575940561069489,RBC,717.529,628.163,30.7611
720575940560650587,RBC,693.869,542.623,29.9607
720575940573812383,RBC,718.701,659.482,32.1997
720575940568681249,RBC,672.234,593.329,32.3021
720575940560333802,RBC,740.779,620.48,32.8491
720575940569927457,RBC,725.1,621.89,30.1313
720575940569928225,RBC,724.31,627.541,32.963
720575940567717665,RBC,723.945,566.656,32.2927
720575940570045217,RBC,678.88,579.606,32.0837
720575940570085232,RBC,618.259,588.909,32.1546
720575940570114928,RBC,694.428,543.432,30.0596
720575940570299445,RBC,666.365,608.283,35.7158
720575940570305057,RBC,694.294,617.776,32.1856
720575940561227100,RBC,748.873,568.512,33.7433
720575940569769761,RBC,689.096,588.762,34.8933
720575940569912865,RBC,685.717,634.359,34.1713
720575940561539524,RBC,634.279,616.721,35.5306
720575940567213854,RBC,742.187,620.764,32.7051
720575940563330381,RBC,700.582,626.461,18.0774
720575940562592485,RBC,702.135,590.228,34.0388
720575940562564569,RBC,739.228,589.248,34.7437
720575940569775649,RBC,721.389,566.289,32.0357
720575940569779233,RBC,698.749,549.822,30.27
720575940562297067,RBC,607.658,603.457,31.9401
720575940562269419,RBC,651.033,644.286,33.7538
720575940569780001,RBC,691.688,562.271,31.1438
720575940569780257,RBC,693.442,563.91,31.2222
720575940569786913,RBC,721.864,569.204,32.4653
720575940561671620,RBC,629.787,602.27,36.2486
720575940561583044,RBC,618.904,616.274,34.1386
720575940569873441,RBC,738.42,591.894,33.324
720575940567214622,RBC,734.06,621.467,31.2061
720575940561423300,RBC,654.698,590.283,34.7227
720575940587576061,RBC,683.719,541.062,28.9368
720575940557057954,RBC,669.649,631.769,33.765
720575940568145417,RBC,693.762,652.639,33.0525
720575940578069593,RBC,698.898,535.215,30.2044
720575940575312713,RBC,609.878,610.6,33.4312
720575940553651966,RBC,742.151,606.552,34.3104
720575940553651454,RBC,749.842,609.14,31.0503
720575940575308361,RBC,615.447,602.348,33.1121
720575940553651198,RBC,734.901,611.314,33.035
720575940553648382,RBC,737.834,628.472,32.2219
720575940578355204,RBC,715.009,646.281,31.0406
720575940555148030,RBC,709.57,564.783,31.7996
720575940578371332,RBC,668.392,656.261,32.0321
720575940579649598,RBC,654.437,554.878,29.7653
720575940555236055,RBC,672.86,552.675,29.6507
720575940579746110,RBC,626.801,616.39,33.7973
720575940552238386,RBC,705.768,651.536,34.7523
720575940555237079,RBC,676.263,575.391,33.6692
720575940574810104,RBC,701.319,657.378,33.1921
720575940552096050,RBC,709.159,555.922,32.6879
720575940574595645,RBC,714.3,600.179,31.6072
720575940579468121,RBC,686.909,530.069,29.0511
720575940554776483,RBC,705.399,619.206,29.8139
720575940575313737,RBC,666.702,618.307,34.0459
720575940553875966,RBC,692.389,554.385,29.4464
720575940554999294,RBC,686.607,590.231,35.8648
720575940577313854,RBC,636.493,569.898,32.4085
720575940554555991,RBC,622.657,602.302,34.5797
720575940577337433,RBC,663.665,527.894,24.7097
720575940554549810,RBC,682.328,588.668,34.2146
720575940577848786,RBC,673.421,552.385,29.749
720575940575561467,RBC,727.092,552.744,31.5487
720575940554483198,RBC,684.538,568.005,31.9053
720575940577893694,RBC,646.163,614.986,35.2061
720575940554460466,RBC,681.0,580.531,34.0803
720575940577863486,RBC,655.409,565.019,33.1636
720575940577868862,RBC,647.161,553.817,30.5184
720575940575493883,RBC,658.108,617.36,34.7107
720575940554204414,RBC,686.159,552.634,28.8317
720575940575492169,RBC,756.257,573.978,34.1587
720575940577880894,RBC,618.947,621.902,34.7059
720575940577892158,RBC,646.467,628.578,33.7631
720575940577893438,RBC,652.234,624.484,35.4111
720575940554458162,RBC,675.25,587.533,32.3604
720575940574592829,RBC,672.05,655.089,29.5007
720575940552094258,RBC,720.234,541.521,31.9763
720575940552086578,RBC,706.289,553.603,31.0918
720575940550576443,RBC,660.209,636.17,35.1967
720575940550568763,RBC,699.429,671.214,34.2681
720575940550401110,RBC,643.865,573.374,33.2385
720575940549920663,RBC,665.276,591.969,34.2923
720575940555420466,RBC,711.291,659.979,35.1539
720575940549871511,RBC,667.008,580.965,31.0367
720575940555420722,RBC,710.085,666.708,35.7206
720575940548650681,RBC,718.106,578.397,32.7499
720575940555421234,RBC,703.531,664.947,33.2083
720575940547502597,RBC,732.984,551.256,31.188
720575940547478533,RBC,703.028,675.414,35.6271
720575940555513559,RBC,735.23,571.357,32.7911
720575940555739390,RBC,692.871,628.797,33.2868
720575940585192659,RBC,697.656,535.115,30.8287
720575940547308439,RBC,664.948,584.378,34.0958
720575940547307159,RBC,656.358,564.177,32.2524
720575940586502909,RBC,672.547,528.46,30.586
720575940583891246,RBC,658.266,647.726,32.4899
720575940550859927,RBC,668.816,631.21,32.1776
720575940583932974,RBC,678.606,633.19,34.6273
720575940551088098,RBC,605.031,605.227,31.7915
720575940580631870,RBC,651.864,631.469,35.114
720575940551880242,RBC,768.388,595.763,31.2566
720575940555250903,RBC,686.215,570.543,32.2616
720575940574569021,RBC,668.64,646.341,33.2397
720575940555264983,RBC,731.551,591.539,35.147
720575940580475536,RBC,693.167,544.069,29.9846
720575940574569789,RBC,716.873,644.086,32.7386
720575940580656446,RBC,642.914,589.426,35.324
720575940551660118,RBC,626.757,619.767,35.6605
720575940551645335,RBC,664.469,591.783,34.8768
720575940551644823,RBC,661.101,572.787,34.1056
720575940581293493,RBC,738.424,604.451,32.4831
720575940551106018,RBC,718.412,543.462,31.0887
720575940580444304,RBC,641.503,550.555,29.2494
720575940555375063,RBC,692.194,590.616,32.8655
720575940551881778,RBC,760.258,601.879,31.9468
720575940558252359,XBC,733.232,579.945,33.6468
720575940558155904,XBC,703.533,645.941,33.6746
720575940548532887,XBC,680.072,580.085,34.0066
720575940567497291,XBC,707.883,598.724,33.8436
720575940550937952,XBC,749.589,573.776,35.6126
720575940568992424,XBC,660.731,599.798,35.5343
720575940552408771,XBC,654.533,613.423,34.9526
720575940563600183,XBC,690.102,588.506,35.5222
720575940580285365,XBC,727.49,608.421,33.5345
720575940557436522,XBC,658.667,524.94,30.6346
720575940573929545,XBC,696.906,557.492,31.1307
720575940560869724,XBC,646.438,643.452,35.0667
720575940556630575,XBC,645.179,569.215,33.251
720575940575072159,XBC,727.692,648.177,33.056
720575940556999158,XBC,683.073,626.179,35.5219
720575940564026871,t1,745.928,567.172,33.6526
720575940556811170,t1,757.749,591.719,29.555
720575940552834138,t1,746.616,630.321,34.3266
720575940575454077,t1,687.939,655.729,32.469
720575940569774625,t1,675.846,577.078,31.9177
720575940569775137,t1,677.045,564.591,31.9642
720575940579746366,t1,614.451,599.044,33.057
720575940558842461,t1,632.347,571.805,33.3274
720575940556999145,t1,699.149,606.066,32.5685
720575940559005094,t1,711.945,564.374,31.6022
720575940559412275,t1,651.001,588.193,34.5401
720575940567775117,t1,661.317,538.755,28.8945
720575940559491012,t1,634.857,589.115,36.5923
720575940559561802,t1,655.669,646.018,28.4254
720575940567549003,t1,650.404,561.803,30.5857
720575940571589044,t1,652.236,580.471,34.5889
720575940561580484,t1,640.599,603.708,36.4997
720575940574543039,t1,737.323,587.318,35.1344
720575940560418277,t1,712.761,607.831,25.3683
720575940567161630,t1,766.253,584.315,34.9406
720575940561556676,t1,625.091,587.3,34.9949
720575940569912097,t1,679.24,615.572,34.4893
720575940561139377,t1,689.708,536.793,28.4527
720575940571828121,t1,685.693,534.212,30.098
720575940566582892,t1,709.743,560.81,31.2629
720575940563003415,t1,656.609,545.823,29.2725
720575940569917505,t1,687.341,570.493,29.6604
720575940574544543,t1,661.131,589.96,32.4585
720575940566356644,t1,676.169,517.111,29.0056
720575940565765129,t1,668.006,642.401,34.4927
720575940570352673,t1,741.755,586.958,33.4853
720575940577043516,t1,680.669,553.762,30.177
720575940565095247,t1,738.474,552.978,32.7661
720575940554590462,t1,687.004,589.749,35.8561
720575940564882913,t1,709.833,624.136,31.6288
720575940570343969,t1,749.943,560.055,32.8631
720575940569304097,t1,714.199,552.301,32.5599
720575940556174295,t1,720.126,560.278,33.6115
720575940581320344,t1,690.427,666.535,32.3087
720575940556301930,t1,671.637,562.391,29.8701
720575940558289032,t1,642.93,636.334,34.5465
720575940554549847,t1,618.523,628.703,34.2182
720575940568211977,t1,701.146,654.581,34.0367
720575940570358049,t1,672.126,604.73,35.8476
720575940569912353,t2,680.173,639.652,34.7667
720575940550613307,t2,690.259,653.873,32.4974
720575940552610866,t2,713.793,633.879,31.9362
720575940561430980,t2,605.583,603.609,27.5601
720575940548573335,t2,669.679,599.716,35.1833
720575940571754655,t2,659.326,556.237,28.4866
720575940561570756,t2,647.454,554.659,30.9378
720575940556194814,t2,743.893,583.655,34.832
720575940561555652,t2,623.045,584.649,32.3442
720575940561580228,t2,631.899,621.171,35.5697
720575940561580740,t2,619.706,608.807,33.8227
720575940555410174,t2,697.12,628.054,33.766
720575940566938398,t2,756.951,591.283,30.414
720575940564337565,t2,695.822,571.95,31.0629
720575940555337214,t2,725.282,614.499,33.0724
720575940569729720,t2,629.1,586.864,12.4434
720575940555355902,t2,734.273,611.123,33.0434
720575940571801241,t2,672.437,531.027,26.1696
720575940563372345,t2,727.308,577.449,34.9408
720575940581604990,t2,687.494,529.121,29.7711
720575940566704414,t2,684.153,617.362,33.9497
720575940554995182,t2,634.316,576.971,34.839
720575940569280363,t2,694.202,603.493,33.829
720575940556251095,t2,686.303,597.417,32.8912
720575940556907223,t2,710.707,615.971,32.5048
720575940552251921,t2,645.507,586.214,34.4527
720575940572666265,t2,702.859,525.807,28.1387
720575940569828126,t2,668.728,582.059,33.557
720575940569586510,t2,762.043,587.515,32.3617
720575940550981271,t2,667.107,621.144,35.7938
720575940561594564,t2,643.942,622.607,35.2394
720575940566467614,t2,750.688,599.077,31.7973
720575940561498564,t2,641.364,616.22,34.5773
720575940555133694,t2,722.914,566.182,32.2256
720575940558772794,t2,678.927,605.367,19.8902
720575940567926281,t2,659.534,632.466,32.7021
720575940558814886,t2,689.48,564.507,28.7602
720575940570727340,t2,663.706,573.319,33.9181
720575940577853394,t2,667.06,540.041,25.3514
720575940585366806,t2,711.127,658.445,33.7351
720575940568639265,t2,707.655,599.93,32.4803
720575940568635425,t2,724.48,589.074,34.9345
720575940557223266,t2,656.658,623.539,34.1541
720575940552834650,t2,725.241,586.738,36.1462
720575940553817342,t2,722.926,597.714,32.4396
720575940555932826,t2,697.433,558.856,31.7119
720575940555740158,t2,684.727,633.229,36.2485
720575940557234850,t2,698.672,623.662,28.0727
720575940574543295,t2,699.241,588.04,12.0256
720575940571753631,t2,659.185,556.616,29.7527
720575940570357793,t2,675.316,613.828,35.2111
720575940557582498,t2,731.288,605.375,33.2029
720575940557695463,t2,736.248,571.3,34.8657
720575940568654881,t2,735.615,619.48,30.6956
720575940569930017,t2,673.096,647.152,34.0355
720575940565582557,t3a,750.318,573.725,34.7347
720575940549702114,t3a,724.955,621.212,33.3643
720575940558273769,t3a,726.142,578.646,33.8237
720575940556084990,t3a,685.923,601.852,33.3813
720575940568325129,t3a,716.471,644.533,32.5253
720575940575556603,t3a,680.241,555.846,29.1212
720575940570355745,t3a,671.628,616.419,36.3539
720575940571811225,t3a,674.16,541.335,28.8057
720575940573210144,t3a,630.004,595.592,35.3959
720575940557305140,t3a,698.394,584.097,33.8353
720575940582552829,t3a,685.867,534.475,25.8562
720575940580643902,t3a,641.356,550.459,30.3182
720575940558226312,t3a,644.369,582.174,34.7454
720575940580646206,t3a,641.336,572.947,33.8448
720575940550572091,t3a,668.102,646.953,33.0112
720575940558423780,t3a,714.046,645.999,23.8701
720575940568107017,t3a,724.184,649.631,33.5896
720575940541656952,t3a,713.978,596.017,32.5389
720575940554769884,t3a,693.358,590.52,35.2389
720575940558283912,t3a,630.037,615.324,35.0013
720575940557145250,t3a,691.419,604.773,32.181
720575940576647417,t3a,683.236,514.224,28.3244
720575940566057481,t3a,663.08,614.336,36.3655
720575940574535071,t3a,657.197,603.126,35.4062
720575940578780618,t3a,693.801,543.653,30.3091
720575940561798306,t3a,687.185,520.133,29.0016
720575940556944034,t3a,749.175,621.808,31.2364
720575940567416326,t3a,655.695,592.34,34.559
720575940566704158,t3a,693.488,618.09,31.9984
720575940567343372,t3a,735.24,610.499,34.3827
720575940547418252,t3a,604.251,605.542,30.9945
720575940561851923,t3a,661.438,533.178,30.5127
720575940570299425,t3a,691.823,617.559,30.5223
720575940573588415,t3a,667.18,556.014,30.0007
720575940555231703,t3a,686.562,553.41,28.512
720575940552314418,t3a,745.881,585.752,34.2766
720575940574308255,t3a,674.402,540.775,27.5178
720575940555142142,t3a,679.225,578.968,33.096
720575940549156040,t3a,723.48,641.982,32.7889
720575940549502103,t3a,682.667,661.898,32.2541
720575940562476727,t3a,674.425,587.042,31.5626
720575940578356740,t3a,677.093,631.365,35.5413
720575940583897390,t3a,693.484,659.576,30.3418
720575940562554694,t3a,710.384,537.615,29.3411
720575940561098332,t3a,730.742,597.605,28.7169
720575940556999586,t3a,759.895,593.324,31.4851
720575940567874289,t3a,736.692,563.702,33.1471
720575940562947242,t3a,705.811,589.355,32.0668
720575940585161427,t3a,715.555,553.099,30.1425
720575940566149025,t3b,668.024,567.477,31.4896
720575940541688952,t3b,751.161,579.153,34.7679
720575940567604914,t3b,653.184,628.727,34.6246
720575940586082813,t3b,681.068,528.168,28.2026
720575940574511007,t3b,669.347,591.279,34.4675
720575940568822558,t3b,711.21,674.415,37.1141
720575940549025687,t3b,661.46,533.337,28.6487
720575940569247009,t3b,691.617,590.684,32.9947
720575940556163031,t3b,734.445,575.849,34.7533
720575940566862814,t3b,619.654,616.068,35.8404
720575940555409918,t3b,689.734,628.245,7.20363
720575940573297409,t3b,619.269,590.188,32.6365
720575940546528908,t3b,634.003,608.101,33.5678
720575940567869537,t3b,686.261,602.369,33.6527
720575940585144019,t3b,731.3,597.336,32.8021
720575940566746515,t3b,667.664,555.806,29.3531
720575940573349279,t3b,660.931,645.009,8.90835
720575940555462418,t3b,688.503,646.243,34.277
720575940557486204,t3b,660.009,613.777,34.39
720575940569248875,t3b,687.911,570.383,32.1111
720575940569861197,t3b,676.302,588.437,33.0766
720575940566092663,t3b,642.872,578.968,33.9801
720575940575019990,t3b,640.847,554.911,29.1181
720575940553624574,t3b,772.703,584.223,34.0908
720575940560499902,t3b,686.04,591.633,35.0334
720575940571716511,t3b,658.867,581.06,7.62306
720575940555172567,t3b,723.681,587.444,35.2752
720575940570076961,t3b,734.891,648.096,32.2661
720575940556995799,t3b,697.437,617.076,31.9571
720575940559536477,t3b,713.24,572.662,31.9947
720575940577914457,t3b,699.846,525.047,29.9804
720575940558832216,t3b,742.369,606.883,32.7268
720575940554126846,t3b,679.273,602.818,34.3842
720575940558641506,t3b,738.154,578.125,35.0169
720575940575505993,t3b,710.365,536.806,30.2293
720575940557144994,t3b,677.501,632.253,35.6124
720575940570472225,t3b,742.514,565.15,33.2173
720575940554553394,t3b,700.969,585.565,33.0408
720575940558306696,t3b,635.458,624.267,35.3249
720575940558232200,t3b,653.553,571.535,33.0662
720575940570336545,t3b,763.39,579.754,34.5626
720575940557995011,t3b,710.704,579.033,33.9982
720575940557545007,t3b,674.813,542.159,29.3471
720575940569860429,t3b,702.678,604.353,31.5496
720575940561594018,t3b,613.97,601.669,33.1065
720575940561202204,t3b,647.193,635.248,35.0918
720575940556601827,t3b,678.985,652.306,32.9268
720575940550880919,t3b,658.785,605.966,35.8419
720575940574567741,t3b,696.02,670.442,33.3368
720575940550950496,t3b,659.061,553.68,29.6951
720575940565550813,t3b,659.396,557.907,29.4058
720575940572460974,t3b,671.452,509.724,30.4394
720575940564535200,t3b,675.649,625.893,34.8711
720575940574568765,t3b,702.489,647.03,32.5068
720575940569599521,t3b,697.486,557.435,30.8166
720575940556603363,t3b,747.21,603.113,32.8313
720575940563512134,t3b,709.443,644.99,31.5513
720575940569773857,t3b,672.747,575.503,33.3251
720575940556820183,t3b,675.149,615.038,35.0228
720575940556904072,t3b,640.857,586.592,35.5449
720575940561599138,t3b,744.296,599.51,33.5574
720575940569780769,t3b,684.054,540.655,29.4128
720575940552228146,t3b,719.208,617.816,31.6728
720575940562299371,t3b,712.976,596.82,32.9971
720575940561995693,t3b,724.745,621.803,32.5897
720575940562592729,t3b,728.109,560.187,33.5727
720575940556932258,t3b,740.911,620.5,31.4881
720575940570358561,t4,698.979,610.972,30.8438
720575940578421566,t4,640.064,566.214,31.7354
720575940577019196,t4,688.885,571.409,31.6471
720575940568459085,t4,664.262,588.486,33.9654
720575940569922593,t4,702.871,603.445,32.8929
720575940581064025,t4,671.837,510.667,30.2297
720575940578300761,t4,653.067,528.679,29.7749
720575940569590350,t4,717.473,573.002,33.0818
720575940585139411,t4,678.071,645.545,28.4413
720575940570319137,t4,715.488,608.003,29.4354
720575940568965982,t4,696.611,531.582,30.5631
720575940568678689,t4,671.566,576.907,32.44
720575940574592317,t4,700.044,651.878,33.1262
720575940578215977,t4,734.282,554.775,33.0679
720575940575614715,t4,651.795,537.374,28.5356
720575940585161171,t4,716.908,552.954,31.3506
720575940564270780,t4,611.325,611.763,31.1737
720575940556968090,t4,717.124,628.835,32.4619
720575940555076606,t4,729.351,628.481,33.0863
720575940557105474,t4,711.013,633.913,30.1153
720575940557163267,t4,655.662,635.68,34.9997
720575940566918942,t4,761.681,601.126,31.958
720575940551376456,t4,628.572,588.488,34.4265
720575940557545122,t4,707.448,573.12,32.8076
720575940565650589,t4,663.56,521.368,29.9007
720575940554721062,t4,702.288,676.946,34.644
720575940550788576,t4,649.098,614.93,35.7289
720575940566498078,t4,752.766,595.37,32.6888
720575940566500617,t4,671.328,575.686,33.0993
720575940558385800,t4,654.072,571.303,33.4713
720575940558588514,t4,699.237,639.707,33.4248
720575940558773306,t4,697.613,597.413,34.0384
720575940553613566,t4,771.963,583.213,34.5544
720575940559796764,t4,677.889,604.125,33.9915
720575940551446693,t4,704.499,640.357,31.3119
720575940553868312,t4,684.201,626.498,36.1427
720575940555211991,t4,722.743,606.943,33.0453
720575940541698936,t4,739.627,563.42,33.0191
720575940556946135,t4,760.606,601.337,32.2837
720575940552313906,t4,756.772,584.452,34.1289
720575940551686081,t4,704.741,563.212,31.6781
720575940567941810,t4,643.135,610.197,34.4242
720575940564324507,t4,706.901,554.577,31.6011
720575940564281755,t4,729.546,598.167,34.1977
720575940564184104,t4,668.433,647.746,32.9209
720575940569778721,t5i,692.665,555.06,30.0985
720575940552245887,t5i,694.839,658.349,33.1743
720575940561806509,t5i,636.839,577.29,34.5456
720575940553530622,t5i,713.49,595.626,33.5516
720575940578594506,t5i,668.5,629.829,35.652
720575940561331114,t5i,673.344,613.909,34.8529
720575940561700514,t5i,640.518,553.613,30.1267
720575940569829665,t5i,744.372,579.529,35.1188
720575940552963653,t5i,717.677,574.007,33.1903
720575940574049784,t5i,654.334,607.539,34.833
720575940569811265,t5i,625.997,622.447,34.5853
720575940569915937,t5i,681.286,639.311,35.7011
720575940570328097,t5i,700.826,623.132,32.7253
720575940554536958,t5i,729.203,597.707,33.7353
720575940574039199,t5i,668.44,567.736,31.9874
720575940555309783,t5i,686.642,590.836,35.9039
720575940556090878,t5i,716.998,641.988,33.1642
720575940555244503,t5i,679.812,555.277,28.5475
720575940555244247,t5i,677.337,544.03,27.4713
720575940555239918,t5i,639.309,611.949,36.2574
720575940555174398,t5i,678.65,561.396,31.1599
720575940572108700,t5i,631.552,634.827,34.8123
720575940555170558,t5i,722.79,562.199,32.8269
720575940556523223,t5i,689.534,570.722,32.0781
720575940571757471,t5i,654.415,545.401,28.8402
720575940554070526,t5i,684.461,541.387,29.8772
720575940556947106,t5i,734.912,609.515,34.33
720575940556994775,t5i,670.714,644.588,35.3
720575940555087614,t5i,736.225,619.017,33.1891
720575940555079466,t5i,748.811,568.421,35.0239
720575940575595901,t5i,662.847,599.714,35.274
720575940557335310,t5i,668.673,582.098,33.1795
720575940570357537,t5i,703.875,637.11,32.849
720575940558092346,t5i,666.141,610.019,36.4411
720575940570334497,t5i,757.545,574.889,35.6554
720575940570334241,t5i,740.591,582.605,35.4744
720575940551919922,t5i,743.914,600.024,33.7584
720575940558832984,t5i,622.017,602.28,34.3971
720575940568177671,t5i,690.811,630.351,35.2958
720575940562768723,t5i,706.021,567.802,30.9968
720575940561253099,t5i,663.195,647.904,35.3675
720575940555745534,t5i,709.124,623.899,31.6783
720575940549016983,t5i,658.362,554.567,29.0
720575940569131041,t5i,673.997,591.899,34.4414
720575940548179863,t5i,648.247,565.277,32.4345
720575940569187361,t5i,732.536,562.478,31.8459
720575940569215777,t5i,697.453,587.907,35.0405
720575940585188051,t5i,659.153,530.989,30.2209
720575940569768481,t5i,695.366,578.275,33.4715
720575940583885102,t5i,699.939,671.115,33.452
720575940547308951,t5i,656.2,581.378,34.1105
720575940566749587,t5i,673.421,553.643,28.4004
720575940566572908,t5i,768.605,592.683,33.8327
