cell,celltype_final,soma_x_um,soma_y_um,soma_z_um,soma_annot_x_um,soma_annot_y_um,soma_annot_z_um
720575940556594026,OFF SAC,128.226,798.595,24.6639,124.896,798.432,74.8
720575940573388093,OFF SAC,760.924,431.579,23.8224,760.016,431.552,80.92
720575940573408409,OFF SAC,655.444,656.959,26.5616,652.992,655.056,70.72
720575940556378474,OFF SAC,571.069,629.681,25.9063,570.688,628.256,76.96
720575940556337895,OFF SAC,684.38,447.759,22.6842,683.536,445.648,68.76
720575940556326196,OFF SAC,551.409,561.117,22.7355,548.64,554.704,68.76
720575940573858377,OFF SAC,475.208,343.546,25.2713,473.824,339.2,77.12
720575940556260143,OFF SAC,388.809,1021.04,25.6186,387.152,1020.42,67.36
720575940556235554,OFF SAC,305.392,1042.54,20.8156,304.672,1041.22,80.4
720575940556209458,OFF SAC,801.72,398.357,20.646,801.184,397.008,79.56
720575940573964336,OFF SAC,324.202,546.767,28.8484,321.12,542.688,62.96
720575940556139586,OFF SAC,119.741,671.046,21.8414,116.672,668.896,78.56
720575940556118466,OFF SAC,812.084,926.896,27.9147,812.672,922.176,63.92
720575940556078018,OFF SAC,1044.16,936.255,23.958,1041.92,935.552,76.0
720575940556010650,OFF SAC,195.158,732.748,26.5939,192.048,731.136,69.6
720575940574273584,OFF SAC,676.927,521.839,24.3406,676.784,517.856,70.36
720575940574420036,OFF SAC,623.57,596.131,24.2676,620.176,592.768,67.72
720575940555653490,OFF SAC,989.047,1053.62,21.7104,990.416,1050.51,80.64
720575940574568184,OFF SAC,1069.78,916.669,28.2385,1065.74,913.28,76.6
720575940574652920,OFF SAC,859.091,954.306,28.4707,856.384,953.152,62.68
720575940555564508,OFF SAC,900.713,984.874,25.601,900.304,983.168,75.16
720575940574761289,OFF SAC,725.688,801.326,25.3154,727.328,798.0,66.48
720575940555400686,OFF SAC,278.116,1022.42,21.9067,275.952,1020.18,79.08
720575940556788227,OFF SAC,911.977,679.522,26.3279,911.104,678.08,66.56
720575940570959796,OFF SAC,391.095,373.482,26.2011,388.368,369.584,82.4
720575940572733501,OFF SAC,500.488,317.542,22.8109,502.816,318.416,80.16
720575940556834714,OFF SAC,698.542,730.442,25.6261,695.648,730.304,65.64
720575940558061952,OFF SAC,676.867,981.22,24.5627,675.92,978.464,61.84
720575940558034699,OFF SAC,587.104,393.326,28.3077,586.368,391.904,78.84
720575940558001142,OFF SAC,387.369,610.221,30.625,384.272,608.8,61.88
720575940557983960,OFF SAC,227.382,946.34,25.0299,224.192,946.56,71.48
720575940557962880,OFF SAC,741.512,776.841,26.617,738.48,777.168,65.32
720575940557948150,OFF SAC,585.206,1060.55,25.1703,585.376,1060.51,68.84
720575940557946405,OFF SAC,734.839,974.934,23.0102,730.048,974.88,57.12
720575940557932486,OFF SAC,1035.36,1023.05,21.9093,1031.47,1020.43,82.52
720575940557875715,OFF SAC,923.312,992.916,24.6359,922.144,991.376,65.56
720575940571140657,OFF SAC,272.968,991.888,25.1327,272.16,991.6,72.08
720575940557787597,OFF SAC,967.494,820.053,30.236,963.552,816.768,75.68
720575940571204405,OFF SAC,775.083,774.682,26.8126,775.888,772.464,63.48
720575940571232545,OFF SAC,433.81,362.898,22.7616,431.92,360.752,78.12
720575940557461763,OFF SAC,1064.46,563.571,22.8367,1066.38,562.656,81.96
720575940571381291,OFF SAC,876.808,891.127,23.7846,875.68,888.832,61.48
720575940557330738,OFF SAC,1087.37,940.393,21.5135,1085.14,936.496,79.96
720575940571462324,OFF SAC,691.735,660.388,32.9197,690.912,659.44,78.84
720575940557323826,OFF SAC,1050.67,939.584,24.2278,1047.97,940.576,80.04
720575940571491137,OFF SAC,758.932,937.728,29.416,757.36,936.912,67.2
720575940557305572,OFF SAC,93.2747,841.325,16.364,89.568,840.64,80.44
720575940557301732,OFF SAC,155.542,863.101,24.3096,153.536,862.48,75.12
720575940571644977,OFF SAC,752.295,794.953,25.4273,753.664,791.136,66.68
720575940557198595,OFF SAC,160.826,774.745,29.0671,157.68,773.664,78.64
720575940557163753,OFF SAC,193.268,479.292,21.2503,189.584,476.08,79.68
720575940557112553,OFF SAC,331.552,430.335,22.9149,330.064,426.896,67.08
720575940572123804,OFF SAC,550.916,357.909,23.3113,547.232,353.744,76.56
720575940572154471,OFF SAC,392.447,491.94,28.5086,389.6,487.712,64.0
720575940572159335,OFF SAC,1016.86,786.562,25.1961,1016.59,784.768,67.88
720575940572249447,OFF SAC,341.628,846.53,27.117,337.28,846.016,46.8
720575940556823271,OFF SAC,532.724,607.653,30.9712,529.728,605.024,73.88
720575940568968202,OFF SAC,251.325,881.571,25.3903,247.04,883.04,62.52
720575940560526737,OFF SAC,743.497,501.178,23.6749,743.696,498.208,76.76
720575940560526883,OFF SAC,139.368,851.519,24.1872,135.152,848.096,74.44
720575940566580577,OFF SAC,219.357,758.046,24.1809,216.24,756.784,59.12
720575940566585697,OFF SAC,456.133,1044.88,22.7864,457.504,1044.59,69.32
720575940566599788,OFF SAC,521.204,630.467,24.3542,517.872,628.16,62.96
720575940563389510,OFF SAC,800.928,991.699,26.4383,800.08,992.16,62.72
720575940563388827,OFF SAC,226.24,420.75,20.6317,223.76,416.08,81.64
720575940563387718,OFF SAC,854.987,1059.31,24.283,852.528,1056.66,73.28
720575940563355959,OFF SAC,274.687,655.627,24.9794,270.736,653.488,57.96
720575940566679671,OFF SAC,627.849,441.956,24.0059,626.64,438.592,65.8
720575940566765058,OFF SAC,672.628,1043.14,22.7631,671.2,1042.77,63.2
720575940563309953,OFF SAC,809.188,1030.46,27.0366,808.32,1029.92,66.24
720575940588983700,OFF SAC,955.869,773.963,30.2382,953.536,772.8,61.44
720575940563295164,OFF SAC,251.785,414.282,21.6477,249.904,411.184,75.88
720575940563271494,OFF SAC,674.639,773.453,25.3839,671.232,773.792,67.32
720575940566856041,OFF SAC,947.356,1043.63,25.895,945.952,1041.5,74.64
720575940566945781,OFF SAC,620.631,504.167,25.149,617.664,501.312,66.24
720575940567014140,OFF SAC,457.226,304.427,23.0982,453.584,300.128,81.48
720575940563143643,OFF SAC,710.83,290.782,16.6766,783.312,340.16,75.84
720575940563061436,OFF SAC,478.706,419.018,22.8615,477.296,417.424,58.0
720575940563045702,OFF SAC,568.01,395.272,23.7672,566.72,391.728,69.44
720575940563038908,OFF SAC,878.693,386.445,23.3963,877.408,383.088,77.04
720575940563034779,OFF SAC,707.206,443.824,26.3578,708.528,442.224,79.96
720575940567159814,OFF SAC,211.848,780.558,28.8968,208.624,780.016,65.08
720575940562931626,OFF SAC,698.327,646.799,26.9597,700.176,648.096,74.6
720575940562850380,OFF SAC,511.243,1071.41,26.4031,509.6,1070.86,75.68
720575940567222284,OFF SAC,885.948,415.507,22.8391,885.488,412.512,76.0
720575940567636698,OFF SAC,805.024,844.057,27.5676,807.312,840.768,67.4
720575940562612990,OFF SAC,936.08,460.016,25.7187,935.872,459.184,73.4
720575940562599422,OFF SAC,878.547,469.724,23.8752,879.008,466.416,74.8
720575940567661718,OFF SAC,638.779,373.313,21.687,638.96,371.456,80.44
720575940566536812,OFF SAC,642.601,557.779,25.4048,639.6,553.936,71.92
720575940562540798,OFF SAC,667.185,459.252,23.5645,666.816,456.368,69.56
720575940566508396,OFF SAC,706.715,521.724,24.7831,708.896,517.648,75.6
720575940566158956,OFF SAC,931.97,575.751,24.7326,932.352,573.152,66.64
720575940565032103,OFF SAC,845.72,822.434,25.3118,845.648,821.264,61.44
720575940564971109,OFF SAC,655.876,764.944,23.3351,656.592,761.024,65.24
720575940564932596,OFF SAC,527.786,688.374,24.2241,522.944,684.672,64.72
720575940564889167,OFF SAC,630.941,351.875,25.2452,705.76,275.824,76.0
720575940565181285,OFF SAC,884.063,942.338,24.0902,882.72,942.336,61.04
720575940565210871,OFF SAC,710.926,935.959,25.2434,710.528,938.32,63.68
720575940565228791,OFF SAC,662.406,942.725,34.1245,660.096,943.824,69.28
720575940564826982,OFF SAC,650.571,425.871,26.5185,654.416,424.288,80.72
720575940565249565,OFF SAC,396.981,421.937,25.0285,393.056,420.176,72.04
720575940565332656,OFF SAC,229.47,985.792,23.0737,227.472,985.472,79.04
720575940564582900,OFF SAC,458.484,708.869,26.94,456.928,705.728,56.56
720575940565370498,OFF SAC,497.198,1036.77,29.5389,496.384,1035.38,76.52
720575940565414052,OFF SAC,836.195,477.924,24.5935,835.344,475.328,79.96
720575940564438839,OFF SAC,669.672,570.232,24.2996,667.472,567.936,66.0
720575940565486436,OFF SAC,700.164,1037.88,27.2133,699.488,1035.36,63.08
720575940564316407,OFF SAC,354.585,383.04,23.7711,352.672,380.064,74.52
720575940565505245,OFF SAC,631.767,802.097,33.2147,626.736,799.04,67.8
720575940564250864,OFF SAC,872.107,988.724,24.7567,873.056,989.152,66.36
720575940565540317,OFF SAC,549.985,626.473,26.7947,548.88,623.216,75.68
720575940565624820,OFF SAC,679.39,796.157,28.9994,678.464,795.504,66.88
720575940565735682,OFF SAC,191.449,830.198,27.1301,188.832,829.072,69.0
720575940564027105,OFF SAC,715.502,357.04,21.8239,714.512,354.832,81.4
720575940565837570,OFF SAC,303.038,419.311,23.5952,300.144,414.816,73.8
720575940565922782,OFF SAC,777.089,465.206,22.4353,775.744,462.752,77.36
720575940563918437,OFF SAC,184.408,753.845,24.5317,180.272,753.808,71.64
720575940565952222,OFF SAC,816.942,452.654,22.7646,814.4,448.592,78.12
720575940563877357,OFF SAC,214.023,510.945,25.1346,211.184,508.112,75.36
720575940566109167,OFF SAC,897.894,887.287,28.9855,901.552,886.528,68.36
720575940563802139,OFF SAC,313.712,452.615,28.9024,310.752,452.208,72.44
720575940566235553,OFF SAC,489.091,916.619,26.8403,488.528,915.68,61.44
720575940567667162,OFF SAC,771.674,949.35,24.4036,770.528,948.56,59.8
720575940562521271,OFF SAC,621.01,551.907,28.943,618.096,548.224,73.84
720575940567683469,OFF SAC,353.215,812.023,26.0045,347.456,809.168,48.6
720575940561367978,OFF SAC,670.881,631.556,22.6107,669.456,630.016,69.48
720575940561336990,OFF SAC,318.235,407.345,26.8334,314.624,404.208,75.88
720575940561328286,OFF SAC,475.23,300.124,22.3036,473.664,295.568,80.96
720575940561313694,OFF SAC,423.288,337.378,22.8985,421.344,333.824,79.6
720575940568473077,OFF SAC,798.053,453.816,20.9132,795.28,452.0,78.92
720575940561225424,OFF SAC,808.172,952.894,26.5519,807.28,952.176,60.76
720575940568510898,OFF SAC,167.195,745.239,25.3217,162.8,743.712,70.68
720575940561120142,OFF SAC,156.958,557.981,23.9686,152.096,553.872,75.12
720575940568556143,OFF SAC,958.821,1004.9,30.4261,961.408,1004.06,81.08
720575940560981454,OFF SAC,602.361,641.112,25.6857,602.944,637.456,67.84
720575940560973218,OFF SAC,738.429,542.414,24.6294,737.104,539.408,66.88
720575940560936016,OFF SAC,191.232,783.397,29.6727,189.04,781.488,74.12
720575940560868542,OFF SAC,235.326,436.031,23.5123,227.696,430.128,81.24
720575940568646668,OFF SAC,1046.9,642.312,27.8442,1049.47,640.48,78.96
720575940568649488,OFF SAC,114.621,720.333,22.7286,113.024,720.048,78.52
720575940568670558,OFF SAC,1062.42,598.721,26.8891,1061.97,599.504,81.28
720575940560789852,OFF SAC,918.576,1019.3,24.8683,915.232,1017.95,66.8
720575940568690838,OFF SAC,372.449,449.31,25.0193,368.272,443.168,67.04
720575940560751246,OFF SAC,734.968,572.614,27.6286,732.816,570.448,69.08
720575940568729594,OFF SAC,697.457,499.518,23.0709,696.928,498.16,69.36
720575940568742768,OFF SAC,537.652,886.47,33.4566,536.352,883.696,69.36
720575940560737616,OFF SAC,340.725,445.011,23.0987,337.184,440.896,65.64
720575940560733390,OFF SAC,404.051,1043.36,25.5311,404.56,1044.99,68.32
720575940568836871,OFF SAC,656.025,800.79,24.5588,653.28,799.776,60.88
720575940560658707,OFF SAC,651.249,397.919,23.2862,650.72,395.648,75.48
720575940560637573,OFF SAC,573.776,420.694,24.6443,572.144,415.968,70.08
720575940568879437,OFF SAC,112.864,821.888,23.4952,109.296,823.248,76.48
720575940560569477,OFF SAC,737.2,876.855,27.3381,736.944,875.088,61.8
720575940560539326,OFF SAC,259.23,546.261,25.3116,255.088,547.456,61.28
720575940561414046,OFF SAC,113.581,781.023,23.357,110.688,780.448,77.32
720575940568395120,OFF SAC,401.348,703.4,23.164,397.792,700.8,61.84
720575940568389151,OFF SAC,229.457,557.89,28.474,224.384,553.2,69.12
720575940561519018,OFF SAC,449.058,632.757,27.3736,445.792,629.584,58.72
720575940562508286,OFF SAC,849.318,406.775,22.7163,847.76,404.336,78.12
720575940562430425,OFF SAC,912.998,915.895,22.5605,915.968,916.224,65.36
720575940567736758,OFF SAC,375.552,368.38,25.1906,374.432,364.384,82.44
720575940567736907,OFF SAC,457.63,610.974,29.106,454.896,607.616,66.16
720575940567796024,OFF SAC,760.86,543.694,26.7519,764.736,542.08,73.56
720575940562231502,OFF SAC,1072.46,881.943,24.271,1073.18,879.104,73.56
720575940567877898,OFF SAC,529.665,426.982,23.4215,529.072,424.16,58.12
720575940567885494,OFF SAC,1045.14,588.617,23.8,1044.54,586.048,74.72
720575940567919286,OFF SAC,1022.76,630.66,28.0392,1021.5,629.488,73.2
720575940567928561,OFF SAC,291.72,454.829,24.797,288.384,450.24,75.68
720575940567945735,OFF SAC,337.187,952.531,31.3177,336.704,955.76,70.16
720575940562094918,OFF SAC,963.418,699.132,24.9511,963.824,698.944,60.76
720575940562083978,OFF SAC,749.875,810.608,24.5466,749.232,806.48,68.08
720575940567969020,OFF SAC,646.031,992.311,23.5535,646.88,989.072,65.12
720575940555333102,OFF SAC,166.092,547.17,24.5706,162.304,546.112,75.44
720575940567969903,OFF SAC,659.521,598.252,29.9802,658.88,593.888,74.4
720575940568037231,OFF SAC,207.906,472.123,22.0288,204.72,468.976,77.48
720575940568083311,OFF SAC,288.509,975.31,23.4887,288.56,974.128,69.88
720575940568111370,OFF SAC,542.384,656.174,24.0321,538.864,654.256,62.32
720575940561867214,OFF SAC,286.01,411.215,25.5246,283.344,409.808,80.6
720575940568186701,OFF SAC,452.934,242.375,18.3053,557.408,250.528,72.0
720575940561838571,OFF SAC,853.015,689.507,31.4225,849.984,686.896,69.6
720575940561794186,OFF SAC,894.684,622.025,24.61,893.6,619.264,67.28
720575940568201994,OFF SAC,441.524,329.568,23.9614,438.976,325.52,82.32
720575940561705642,OFF SAC,1062.48,630.611,24.6166,1062.3,627.024,76.24
720575940561695011,OFF SAC,575.129,523.904,30.306,573.92,519.824,65.44
720575940561693866,OFF SAC,1080.48,594.308,22.3282,1079.81,592.976,73.84
720575940568314357,OFF SAC,682.113,1022.61,23.1581,682.32,1021.12,63.64
720575940561577433,OFF SAC,249.005,951.961,23.1318,249.824,952.736,64.52
720575940568334774,OFF SAC,771.774,854.373,27.8322,771.232,853.504,60.88
720575940568024651,OFF SAC,909.522,447.885,24.8116,911.568,445.84,80.04
720575940555221222,OFF SAC,539.829,734.296,25.7131,535.152,732.112,67.72
720575940565122077,OFF SAC,552.191,768.869,31.8429,550.336,764.976,72.04
720575940552059135,OFF SAC,433.935,393.681,28.2866,432.688,390.624,74.64
720575940550478249,OFF SAC,227.198,532.083,23.3021,224.672,529.024,65.28
720575940552714586,OFF SAC,623.974,477.303,29.4937,623.136,474.096,74.16
720575940577088453,OFF SAC,986.027,432.745,22.1436,986.672,429.648,79.0
720575940553779456,OFF SAC,361.268,1035.18,24.622,359.28,1033.15,69.88
720575940577173013,OFF SAC,246.948,886.882,32.0708,245.344,887.28,67.72
720575940552741389,OFF SAC,508.485,389.585,23.5432,507.072,385.584,69.96
720575940547965128,OFF SAC,379.153,714.917,26.5157,375.44,712.048,52.28
720575940547977603,OFF SAC,580.732,571.115,27.7183,581.184,566.432,81.8
720575940583862830,OFF SAC,609.002,514.783,22.58,607.488,512.432,67.0
720575940581850989,OFF SAC,739.069,737.16,29.1587,736.976,732.656,67.8
720575940581876077,OFF SAC,755.078,717.813,30.0795,754.384,716.592,66.16
720575940550369888,OFF SAC,396.168,411.29,26.118,393.04,406.272,79.52
720575940581963272,OFF SAC,1038.49,592.547,26.0318,1037.82,591.52,81.08
720575940553731235,OFF SAC,592.614,442.625,26.1971,590.288,440.096,69.68
720575940548177286,OFF SAC,534.685,498.069,30.4317,534.816,495.408,61.52
720575940552683762,OFF SAC,678.938,715.207,25.1223,676.384,711.984,63.4
720575940581712904,OFF SAC,225.068,911.177,31.6,222.928,910.112,79.16
720575940553947555,OFF SAC,1085.46,676.214,28.6247,1084.21,673.28,80.88
720575940578875602,OFF SAC,592.865,1046.09,26.3367,591.632,1044.35,66.04
720575940554328690,OFF SAC,596.338,885.082,22.5706,593.808,883.872,63.2
720575940546550771,OFF SAC,642.479,910.468,27.0039,640.176,908.704,62.24
720575940550753888,OFF SAC,1025.23,988.817,24.5927,1023.94,986.032,78.4
720575940552402115,OFF SAC,636.844,571.78,24.2512,632.224,569.392,68.44
720575940581388040,OFF SAC,320.513,596.191,27.0812,317.728,591.104,58.36
720575940579132520,OFF SAC,867.263,835.4,26.4681,866.352,834.48,61.36
720575940576551854,OFF SAC,605.81,597.815,23.8391,604.48,594.432,76.48
720575940577242691,OFF SAC,667.046,749.303,23.8141,664.208,747.328,61.24
720575940584950483,OFF SAC,830.654,1044.14,23.5965,829.936,1044.42,66.8
720575940576800893,OFF SAC,685.109,728.292,27.8247,686.992,729.856,72.2
720575940553137425,OFF SAC,912.438,875.67,25.819,911.312,877.52,68.28
720575940552512090,OFF SAC,572.964,705.088,23.9112,573.776,702.496,67.24
720575940552567551,OFF SAC,1043.53,903.651,25.1983,1042.05,902.496,73.16
720575940554008969,OFF SAC,775.889,497.989,24.1719,775.44,495.584,70.16
720575940552598106,OFF SAC,1006.39,607.503,22.4867,1005.3,605.952,64.56
720575940550498902,OFF SAC,381.03,910.89,30.8432,378.512,911.168,69.84
720575940576689731,OFF SAC,702.139,344.37,20.0683,701.28,340.432,81.0
720575940546515205,OFF SAC,647.109,513.716,20.8933,646.096,510.672,65.6
720575940552831986,OFF SAC,746.593,441.601,24.1193,742.944,438.128,80.52
720575940550355936,OFF SAC,601.892,343.553,23.4389,539.744,410.224,48.92
720575940577550277,OFF SAC,822.182,1005.45,22.2641,822.032,1005.09,62.6
720575940550087906,OFF SAC,791.681,531.575,24.7052,794.768,530.48,78.36
720575940577594057,OFF SAC,620.78,380.489,23.3857,619.44,376.672,75.64
720575940553385815,OFF SAC,523.208,362.249,25.5741,522.032,359.648,78.12
720575940553347328,OFF SAC,431.284,595.381,26.1435,431.344,591.44,67.64
720575940549152980,OFF SAC,841.16,623.221,22.9627,839.776,621.136,67.0
720575940553314117,OFF SAC,809.804,429.399,21.6754,810.768,428.192,81.76
720575940549508155,OFF SAC,204.925,903.014,26.9396,203.136,902.432,82.56
720575940553243031,OFF SAC,853.776,387.813,21.8525,855.2,385.104,79.56
720575940549637691,OFF SAC,531.313,826.92,27.6822,529.648,823.312,59.48
720575940553094912,OFF SAC,818.311,482.298,24.4401,817.008,479.696,78.28
720575940577816380,OFF SAC,1069.5,959.683,24.4741,1068.98,958.528,80.84
720575940578201298,OFF SAC,1053.16,528.818,22.6695,1054.0,526.304,82.32
720575940577999913,OFF SAC,785.969,409.849,21.1929,785.216,407.104,79.12
720575940553181709,OFF SAC,337.134,377.993,24.606,334.272,373.168,75.76
720575940553536419,OFF SAC,442.726,892.597,23.0141,440.688,889.232,60.04
720575940550203963,OFF SAC,969.944,1061.78,23.8602,967.904,1061.15,75.92
720575940548656057,OFF SAC,721.325,614.026,27.6703,723.744,614.864,77.68
720575940577530825,OFF SAC,176.06,677.239,25.1949,173.6,675.76,68.28
720575940550236386,OFF SAC,341.576,1032.69,24.1764,337.136,1033.01,79.16
720575940553716387,OFF SAC,646.125,600.339,24.4155,644.128,599.808,71.16
720575940553711872,OFF SAC,343.825,401.803,28.1031,341.664,399.312,72.48
720575940577282463,OFF SAC,1044.16,508.287,23.2848,1044.86,504.4,74.96
720575940582833351,OFF SAC,846.623,919.965,25.1103,844.272,914.544,62.6
720575940577379502,OFF SAC,879.923,899.888,32.1408,881.184,898.752,65.96
720575940552928256,OFF SAC,783.741,1105.03,23.7914,783.536,1102.69,65.84
720575940577254211,OFF SAC,793.726,796.209,27.6718,793.392,793.888,60.52
720575940552935168,OFF SAC,637.309,466.482,22.6291,636.688,465.024,67.56
720575940553637207,OFF SAC,733.233,464.938,25.8853,731.28,462.08,75.0
720575940577515209,OFF SAC,603.237,688.399,22.0717,600.528,686.224,75.76
720575940553601536,OFF SAC,714.373,486.586,27.1992,712.528,483.296,77.4
720575940577527317,OFF SAC,865.723,958.297,27.8953,867.184,953.872,67.32
720575940550219606,OFF SAC,846.338,459.942,24.3948,848.176,458.016,80.92
720575940578337833,OFF SAC,301.335,1012.86,23.784,299.616,1011.31,77.68
720575940552970330,OFF SAC,187.481,536.166,26.2183,183.76,532.208,77.12
720575940550229563,OFF SAC,998.497,1079.87,21.0626,999.184,1074.69,82.44
720575940550759520,OFF SAC,694.708,766.215,26.4632,693.456,764.272,68.04
720575940584638006,OFF SAC,548.153,308.913,21.2595,547.376,304.208,82.04
720575940576089871,OFF SAC,272.457,398.903,19.2588,271.808,398.144,81.96
720575940575292285,OFF SAC,529.114,1048.89,23.3982,528.16,1049.78,68.8
720575940550921792,OFF SAC,494.465,411.08,24.8187,493.2,407.792,64.28
720575940585942070,OFF SAC,633.572,774.316,24.2979,632.784,770.992,67.92
720575940587668733,OFF SAC,617.187,666.773,25.6387,616.032,664.0,67.72
720575940587394557,OFF SAC,689.988,380.45,23.1986,689.264,378.336,78.2
720575940551334821,OFF SAC,725.873,749.985,26.5237,722.624,748.224,66.16
720575940576063247,OFF SAC,304.791,382.427,26.3445,301.424,378.816,79.48
720575940555215086,OFF SAC,717.293,377.871,21.8603,716.032,375.104,79.56
720575940545977605,OFF SAC,594.554,369.22,24.4129,593.264,368.88,76.48
