cell,celltype_final,soma_x_um,soma_y_um,soma_z_um
720575940567153438,t7,748.391,579.853,35.92
720575940559002517,t7,633.179,592.516,36.5716
720575940577480025,t7,678.54,531.043,30.5334
720575940555234519,t7,704.685,566.698,32.575
720575940566586910,t7,758.282,603.15,33.4807
720575940568080903,t7,698.1,532.732,31.5649
720575940575357565,t7,716.769,553.436,32.8476
720575940559270243,t7,668.541,629.622,35.3293
720575940575282129,t7,688.975,643.952,34.6492
720575940565947215,t8,761.079,592.643,31.9896
720575940575347705,t8,713.975,592.773,34.2415
720575940562266347,t8,696.948,669.621,32.9465
720575940553795352,t8,668.482,631.349,35.2057
720575940578674890,t8,694.567,581.071,34.4708
720575940556977818,t8,753.737,604.568,32.0345
720575940569704630,t8,744.165,600.358,34.447
720575940570467381,t8,701.286,655.887,34.3173
720575940561334442,t8,686.097,619.347,34.2405
720575940559435723,t8,716.054,557.885,32.8932
720575940570474037,t8,694.262,642.354,34.7214
720575940556498479,t8,659.745,555.381,30.5001
720575940568373364,t8,647.719,576.281,35.1426
720575940557299343,t9,688.153,641.704,34.9399
720575940582521134,t9,666.862,606.405,36.6512
720575940554927342,t9,692.258,581.833,34.528
720575940564873697,t9,634.402,627.721,36.0014
720575940572873533,t9,694.843,574.832,33.003
720575940557344655,t9,710.46,632.548,33.0017
