cell,celltype_final,celltype_final_short,soma_x_um,soma_y_um,soma_z_um,soma_annot_x_um,soma_annot_y_um,soma_annot_z_um
720575940560481116,F-mini-OFF,FmOff,247.89,1091.97,-17.5825,242.144,1088.58,47.76
720575940568228786,F-mini-OFF,FmOff,435.471,960.101,-17.6638,434.72,960.144,15.08
720575940568225677,F-mini-OFF,FmOff,635.871,968.811,-12.6245,634.352,967.648,19.8
720575940568218774,F-mini-OFF,FmOff,670.914,856.446,-13.9162,667.936,854.384,16.16
720575940579234761,F-mini-OFF,FmOff,287.667,327.354,-17.0313,286.512,330.144,35.84
720575940560894748,F-mini-OFF,FmOff,858.357,963.728,-12.5285,858.368,962.368,21.0
720575940559912547,F-mini-OFF,FmOff,853.438,512.952,-12.7781,853.44,508.384,24.28
720575940560927267,F-mini-OFF,FmOff,747.582,660.224,-13.4264,747.376,656.928,24.32
720575940558498618,F-mini-OFF,FmOff,941.665,818.745,-13.0977,942.128,817.248,23.64
720575940558331608,F-mini-OFF,FmOff,201.658,435.268,-13.112,199.072,423.696,37.92
720575940583231355,F-mini-OFF,FmOff,472.79,673.231,-15.3007,468.48,669.84,16.48
720575940556786663,F-mini-OFF,FmOff,711.032,629.169,-13.6138,711.456,627.776,24.8
720575940556807751,F-mini-OFF,FmOff,212.568,723.984,-14.3489,210.448,718.976,13.24
720575940556826614,F-mini-OFF,FmOff,779.824,577.003,-15.5337,778.864,573.12,24.72
720575940556909059,F-mini-OFF,FmOff,769.941,360.57,-14.3634,769.488,357.248,37.72
720575940557085699,F-mini-OFF,FmOff,373.317,708.217,-16.0794,371.072,705.824,11.56
720575940557215330,F-mini-OFF,FmOff,687.477,653.482,-12.802,687.136,654.8,19.52
720575940557252146,F-mini-OFF,FmOff,1014.19,941.895,-12.0837,1014.43,938.88,24.92
720575940569645224,F-mini-OFF,FmOff,1001.93,779.853,-11.128,1005.07,777.344,23.76
720575940578693065,F-mini-OFF,FmOff,115.833,710.073,-13.6905,111.584,706.608,35.84
720575940569445488,F-mini-OFF,FmOff,113.792,430.936,-19.1155,112.256,425.696,58.76
720575940558494680,F-mini-OFF,FmOff,807.174,739.854,-14.6226,808.896,737.712,22.4
720575940569194436,F-mini-OFF,FmOff,641.342,388.014,-14.8054,640.496,384.016,26.48
720575940564680941,F-mini-OFF,FmOff,743.604,993.527,-13.286,741.888,993.424,19.12
720575940569104210,F-mini-OFF,FmOff,996.751,559.751,-9.88122,997.456,556.624,22.24
720575940557810831,F-mini-OFF,FmOff,363.116,259.25,-14.1091,361.76,253.12,54.24
720575940557811836,F-mini-OFF,FmOff,312.222,909.492,-16.3538,307.536,910.512,13.96
720575940569026894,F-mini-OFF,FmOff,508.344,953.291,-12.1312,503.056,953.904,22.56
720575940557861500,F-mini-OFF,FmOff,599.395,803.131,-14.0083,597.984,801.84,18.4
720575940568967762,F-mini-OFF,FmOff,963.08,398.78,-15.9882,962.8,395.696,40.32
720575940568909174,F-mini-OFF,FmOff,607.651,343.854,-16.6471,605.488,340.4,29.88
720575940558160455,F-mini-OFF,FmOff,733.433,714.994,-13.2922,729.584,714.48,19.72
720575940582771262,F-mini-OFF,FmOff,519.397,353.538,-14.0577,514.944,347.264,22.8
720575940558209316,F-mini-OFF,FmOff,308.145,832.975,-15.0047,304.272,829.808,9.44
720575940557604824,F-mini-OFF,FmOff,602.709,552.538,-13.8125,601.696,546.272,18.4
720575940556595783,F-mini-OFF,FmOff,762.169,303.436,-18.1748,762.544,299.856,34.24
720575940561236622,F-mini-OFF,FmOff,259.697,473.282,-13.0489,253.824,466.736,21.64
720575940582275902,F-mini-OFF,FmOff,653.632,817.086,-14.874,651.104,818.336,10.76
720575940563604353,F-mini-OFF,FmOff,412.59,578.371,-14.6945,411.504,577.008,12.72
720575940563610605,F-mini-OFF,FmOff,316.231,562.321,-16.2163,311.952,558.544,14.8
720575940566129840,F-mini-OFF,FmOff,100.992,644.234,-15.0679,100.08,640.832,39.0
720575940566089633,F-mini-OFF,FmOff,222.816,858.086,-13.4263,221.2,856.736,15.24
720575940563685477,F-mini-OFF,FmOff,795.69,449.159,-13.4328,795.52,446.304,32.48
720575940563693281,F-mini-OFF,FmOff,318.303,660.243,-15.1176,312.896,655.024,10.08
720575940565988079,F-mini-OFF,FmOff,156.875,942.122,-15.9079,153.648,944.832,34.96
720575940580595577,F-mini-OFF,FmOff,231.067,369.221,-14.136,229.328,366.608,41.96
720575940565717614,F-mini-OFF,FmOff,122.846,594.647,-18.9698,120.864,590.56,34.0
720575940565621789,F-mini-OFF,FmOff,413.095,270.334,-12.5692,413.168,264.928,44.36
720575940580267189,F-mini-OFF,FmOff,466.065,799.844,-15.8329,464.72,799.984,13.0
720575940580762520,F-mini-OFF,FmOff,867.47,707.902,-12.5992,868.08,708.0,20.88
720575940565326580,F-mini-OFF,FmOff,243.298,579.295,-15.1388,237.936,575.2,14.88
720575940565273956,F-mini-OFF,FmOff,159.872,577.363,-14.2908,154.768,571.792,29.76
720575940580372849,F-mini-OFF,FmOff,999.44,723.073,-13.3894,999.952,720.512,20.56
720575940565142692,F-mini-OFF,FmOff,358.42,651.961,-14.7852,354.304,647.888,11.88
720575940564051537,F-mini-OFF,FmOff,878.021,535.08,-13.7804,879.872,532.208,22.84
720575940564091521,F-mini-OFF,FmOff,959.041,555.333,-15.7561,962.88,550.608,18.84
720575940564167195,F-mini-OFF,FmOff,917.618,676.081,-11.9157,916.576,672.848,21.28
720575940564277723,F-mini-OFF,FmOff,1035.25,860.343,-11.1392,1035.55,857.04,23.56
720575940565080815,F-mini-OFF,FmOff,785.08,272.964,-14.4061,783.296,270.56,41.84
720575940565079938,F-mini-OFF,FmOff,176.654,757.358,-15.3214,174.848,759.744,16.96
720575940564417693,F-mini-OFF,FmOff,484.251,612.907,-14.4118,483.472,610.736,18.16
720575940564986276,F-mini-OFF,FmOff,680.883,280.913,-15.3983,680.144,277.6,43.56
720575940564001105,F-mini-OFF,FmOff,701.444,760.263,-14.4812,701.264,757.12,20.08
720575940561362137,F-mini-OFF,FmOff,230.032,821.57,-11.9597,224.4,819.728,19.2
720575940580061621,F-mini-OFF,FmOff,577.948,448.938,-11.1959,577.2,444.16,18.52
720575940563267355,F-mini-OFF,FmOff,581.127,276.174,-17.8978,580.176,272.128,38.88
720575940561485291,F-mini-OFF,FmOff,545.011,413.141,-16.3826,545.088,407.44,17.64
720575940561557733,F-mini-OFF,FmOff,617.65,1013.48,-15.4088,614.528,1011.63,22.24
720575940567705562,F-mini-OFF,FmOff,526.771,514.135,-21.119,519.056,511.648,8.96
720575940561745322,F-mini-OFF,FmOff,308.288,611.378,-17.1514,303.472,607.776,14.36
720575940567688181,F-mini-OFF,FmOff,518.863,1067.85,-15.486,516.176,1066.64,30.88
720575940561895653,F-mini-OFF,FmOff,168.662,427.984,-17.4476,166.832,425.536,48.4
720575940567502770,F-mini-OFF,FmOff,623.631,281.669,-17.3975,622.48,278.096,38.92
720575940562180940,F-mini-OFF,FmOff,828.939,779.174,-12.7999,829.408,783.216,15.72
720575940562236318,F-mini-OFF,FmOff,945.134,779.591,-10.7828,942.48,774.752,19.64
720575940562309022,F-mini-OFF,FmOff,178.533,368.446,-14.5633,168.784,361.856,58.6
720575940567399606,F-mini-OFF,FmOff,923.912,372.702,-12.0855,926.992,364.544,36.36
720575940563434523,F-mini-OFF,FmOff,717.069,349.471,-16.7202,717.024,346.96,36.8
720575940581506942,F-mini-OFF,FmOff,366.76,941.502,-14.668,364.608,943.536,17.48
720575940562608045,F-mini-OFF,FmOff,793.983,841.248,-12.9881,793.472,838.224,20.68
720575940567149574,F-mini-OFF,FmOff,176.376,823.606,-12.4015,171.36,822.592,25.4
720575940562771966,F-mini-OFF,FmOff,618.743,438.758,-14.4587,620.16,435.936,23.56
720575940567126028,F-mini-OFF,FmOff,716.215,544.945,-12.0606,716.096,542.672,24.84
720575940562895358,F-mini-OFF,FmOff,119.828,654.378,-14.5207,116.528,648.704,34.48
720575940567027930,F-mini-OFF,FmOff,212.567,526.688,-12.8164,209.872,524.784,25.4
720575940579995024,F-mini-OFF,FmOff,95.4289,881.997,-13.8786,92.336,882.432,45.52
720575940562959383,F-mini-OFF,FmOff,443.007,709.067,-14.8989,442.192,706.512,12.8
720575940566808326,F-mini-OFF,FmOff,779.39,492.424,-14.8698,782.496,489.056,30.64
720575940563115560,F-mini-OFF,FmOff,736.102,589.943,-14.7916,734.976,587.92,23.88
720575940566779098,F-mini-OFF,FmOff,419.786,812.727,-15.7692,416.688,810.256,8.44
720575940567338458,F-mini-OFF,FmOff,1012.64,647.722,-13.5295,1014.11,645.36,20.36
720575940556543559,F-mini-OFF,FmOff,574.131,304.704,-14.4621,577.632,304.8,34.12
720575940569188430,F-mini-OFF,FmOff,164.34,907.042,-15.7887,160.688,904.08,33.72
720575940556437826,F-mini-OFF,FmOff,530.79,469.94,-15.396,528.496,465.856,11.6
720575940573954028,F-mini-OFF,FmOff,64.8119,927.315,-17.0575,63.904,928.56,58.36
720575940573883936,F-mini-OFF,FmOff,185.254,1034.2,-16.4303,182.848,1028.61,49.32
720575940552306035,F-mini-OFF,FmOff,598.24,879.141,-12.5587,596.352,878.384,17.76
720575940552395025,F-mini-OFF,FmOff,572.163,837.096,-16.1369,569.28,835.568,20.0
720575940573848644,F-mini-OFF,FmOff,272.934,607.771,-15.9453,264.08,606.048,17.76
720575940552462207,F-mini-OFF,FmOff,169.601,650.417,-15.0581,167.648,644.528,22.68
720575940552511999,F-mini-OFF,FmOff,782.617,1051.96,-13.5339,780.224,1051.78,22.4
720575940573652768,F-mini-OFF,FmOff,104.988,827.439,-15.4502,102.88,831.408,37.04
720575940578430249,F-mini-OFF,FmOff,884.514,790.15,-11.9254,881.024,789.024,18.56
720575940552810513,F-mini-OFF,FmOff,889.721,621.564,-12.3307,891.904,615.936,24.36
720575940578043692,F-mini-OFF,FmOff,664.752,1080.48,-13.2072,663.792,1075.74,20.36
720575940553052250,F-mini-OFF,FmOff,460.905,941.645,-16.1498,458.816,941.6,9.08
720575940553244433,F-mini-OFF,FmOff,305.459,494.8,-12.3112,303.04,485.712,17.36
720575940553314903,F-mini-OFF,FmOff,482.103,474.845,-15.0692,481.616,469.888,13.08
720575940571494177,F-mini-OFF,FmOff,897.223,737.908,-11.7831,897.424,735.84,20.8
720575940571326484,F-mini-OFF,FmOff,673.103,587.949,-12.2668,671.376,583.824,20.08
720575940553737353,F-mini-OFF,FmOff,470.218,629.294,-14.248,467.712,632.32,17.08
720575940553762185,F-mini-OFF,FmOff,358.018,987.805,-13.9651,352.112,986.096,23.24
720575940571214123,F-mini-OFF,FmOff,92.3197,469.95,-17.6469,90.912,468.768,60.08
720575940571063817,F-mini-OFF,FmOff,879.038,1055.2,-14.2395,880.064,1055.87,29.04
720575940553973923,F-mini-OFF,FmOff,317.848,427.603,-12.6075,313.68,420.096,25.68
720575940571055291,F-mini-OFF,FmOff,150.719,859.966,-12.6539,147.168,860.56,31.4
720575940585259030,F-mini-OFF,FmOff,828.498,413.507,-10.649,830.208,410.864,32.96
720575940551547051,F-mini-OFF,FmOff,601.845,661.0,-13.4397,606.976,659.76,22.68
720575940554002339,F-mini-OFF,FmOff,748.629,774.551,-13.7303,747.568,770.656,19.24
720575940574270968,F-mini-OFF,FmOff,584.065,497.817,-11.5905,584.08,493.648,20.12
720575940551167200,F-mini-OFF,FmOff,592.822,614.512,-13.5649,591.392,610.784,12.8
720575940537434291,F-mini-OFF,FmOff,803.573,627.633,-13.6055,804.576,623.536,23.28
720575940537466547,F-mini-OFF,FmOff,429.337,321.471,-15.2095,427.232,316.064,31.88
720575940576374397,F-mini-OFF,FmOff,382.42,298.313,-14.2778,380.4,293.36,45.32
720575940540777592,F-mini-OFF,FmOff,502.718,764.252,-15.8398,500.352,761.84,10.84
720575940577200325,F-mini-OFF,FmOff,490.897,312.184,-13.8142,492.896,304.768,32.68
720575940587466493,F-mini-OFF,FmOff,528.768,903.971,-15.1155,529.312,903.168,15.2
720575940546274547,F-mini-OFF,FmOff,952.422,864.078,-13.7707,953.072,865.712,19.56
720575940546570581,F-mini-OFF,FmOff,727.805,1074.55,-14.1544,726.416,1071.68,25.36
720575940546600453,F-mini-OFF,FmOff,574.964,669.566,-12.2943,572.256,667.44,19.16
720575940546836229,F-mini-OFF,FmOff,874.264,907.203,-12.3789,874.432,904.816,15.08
720575940546926677,F-mini-OFF,FmOff,743.241,941.626,-13.2709,742.464,941.952,20.36
720575940576040532,F-mini-OFF,FmOff,745.932,884.773,-14.9131,747.488,880.864,17.32
720575940548329913,F-mini-OFF,FmOff,985.442,808.768,-11.9304,986.528,806.416,23.28
720575940549808084,F-mini-OFF,FmOff,805.507,897.936,-12.5628,805.792,893.952,18.56
720575940575287741,F-mini-OFF,FmOff,492.011,883.463,-14.5209,489.088,882.56,13.44
720575940575216849,F-mini-OFF,FmOff,418.7,650.277,-14.3684,415.712,645.152,14.08
720575940575206192,F-mini-OFF,FmOff,345.582,1046.51,-12.6948,342.992,1045.92,34.12
720575940550138939,F-mini-OFF,FmOff,970.14,999.371,-12.1122,969.936,994.64,28.44
720575940574593097,F-mini-OFF,FmOff,202.354,357.173,-15.9781,201.696,353.392,47.8
720575940550638560,F-mini-OFF,FmOff,348.729,859.443,-15.6798,347.488,857.664,7.96
720575940550731433,F-mini-OFF,FmOff,441.052,753.771,-14.6605,437.968,754.048,4.96
720575940550936485,F-mini-OFF,FmOff,644.581,879.929,-13.2042,642.384,878.112,16.96
720575940550988886,F-mini-OFF,FmOff,712.043,820.145,-15.5424,712.64,818.64,15.72
720575940551264704,F-mini-OFF,FmOff,326.814,361.456,-15.6264,323.552,355.088,31.96
720575940554305650,F-mini-OFF,FmOff,539.026,277.527,-14.0352,539.472,274.336,38.36
720575940573557316,F-mini-OFF,FmOff,300.922,401.511,-12.6986,297.952,402.64,26.48
720575940564724253,F-mini-OFF,FmOff,843.051,337.318,-12.8267,841.392,331.952,40.08
720575940570615659,F-mini-OFF,FmOff,895.675,1014.27,-13.4365,893.664,1010.88,23.16
720575940570283829,F-mini-OFF,FmOff,710.165,499.45,-15.4455,710.8,496.72,25.48
720575940570825521,F-mini-OFF,FmOff,340.547,569.282,-16.2953,337.168,564.848,12.64
720575940556259047,F-mini-OFF,FmOff,524.632,845.807,-15.1559,524.144,844.976,13.52
720575940570719513,F-mini-OFF,FmOff,333.208,304.715,-16.4017,332.448,297.92,38.96
720575940555950402,F-mini-OFF,FmOff,406.837,498.914,-14.0479,405.424,494.496,15.36
720575940578070738,F-mini-OFF,FmOff,308.825,722.406,-14.5036,305.728,718.144,7.48
720575940578385865,F-mini-OFF,FmOff,206.538,595.421,-15.9269,202.992,591.36,13.6
720575940555716474,F-mini-OFF,FmOff,486.03,434.006,-12.9302,482.56,430.912,15.96
720575940570897673,F-mini-OFF,FmOff,823.681,1097.27,-16.0849,824.896,1094.19,30.2
720575940583868539,F-mini-OFF,FmOff,859.528,831.574,-15.7251,861.408,829.312,18.68
720575940584466299,F-mini-OFF,FmOff,684.422,982.908,-14.3998,683.216,982.048,19.88
720575940554723977,F-mini-OFF,FmOff,372.405,471.079,-12.6494,369.472,465.872,17.48
720575940554376978,F-mini-OFF,FmOff,562.874,736.332,-11.9962,561.248,733.136,17.84
720575940556015642,F-mini-OFF,FmOff,265.972,1032.07,-14.9826,263.92,1032.88,37.32
720575940554615004,F-mini-OFF,FmOff,377.917,766.094,-15.9078,374.768,763.76,6.2
720575940570359361,F-mini-OFF,FmOff,315.286,795.736,-18.4845,311.184,794.96,5.96
720575940585183443,F-mini-OFF,FmOff,738.881,424.481,-13.9212,741.632,421.376,33.08
720575940555947898,F-mini-OFF,FmOff,536.045,682.842,-14.1982,533.328,679.056,16.92
720575940554526601,F-mini-OFF,FmOff,228.964,976.899,-13.0787,226.064,974.096,31.2
720575940556035299,F-mini-OFF,FmOff,291.99,284.559,-20.1041,288.512,281.424,48.92
720575940570302120,F-mini-OFF,FmOff,938.665,943.431,-12.2626,935.328,942.816,22.0
720575940569803289,F-mini-ON,FmOn,710.59,310.511,-15.1335,711.104,306.272,40.24
720575940566330259,F-mini-ON,FmOn,1049.6,797.124,-14.9149,1053.71,793.28,26.92
720575940570364779,F-mini-ON,FmOn,596.214,1058.41,-14.5401,592.976,1058.29,22.4
720575940580175797,F-mini-ON,FmOn,687.874,230.283,-18.5408,687.184,228.016,42.92
720575940570430395,F-mini-ON,FmOn,734.185,544.462,-14.6432,736.288,545.472,18.6
720575940575189321,F-mini-ON,FmOn,286.261,425.598,-13.4669,282.592,417.664,22.04
720575940566378114,F-mini-ON,FmOn,450.098,224.929,-16.4026,445.84,223.424,44.88
720575940569721182,F-mini-ON,FmOn,1032.09,452.753,-16.8903,1034.21,449.984,30.8
720575940569846025,F-mini-ON,FmOn,804.302,330.243,-13.6193,804.16,326.384,40.16
720575940566485214,F-mini-ON,FmOn,102.646,888.264,-15.9365,99.056,890.08,42.76
720575940566584542,F-mini-ON,FmOn,519.61,249.483,-15.2007,516.256,244.048,43.96
720575940577477932,F-mini-ON,FmOn,748.361,389.606,-14.4374,746.384,385.968,35.2
720575940574677462,F-mini-ON,FmOn,528.991,340.581,-14.5363,528.592,337.376,30.24
720575940569626536,F-mini-ON,FmOn,707.622,1097.74,-14.3017,708.032,1094.46,22.56
720575940569536952,F-mini-ON,FmOn,1002.42,887.999,-14.9137,999.696,886.928,21.16
720575940566349431,F-mini-ON,FmOn,525.507,807.124,-15.5961,522.672,807.104,8.48
720575940575315705,F-mini-ON,FmOn,792.908,501.616,-14.4047,793.2,494.304,29.24
720575940578689481,F-mini-ON,FmOn,431.63,270.563,-12.456,428.208,264.128,42.4
720575940575416880,F-mini-ON,FmOn,1055.14,539.601,-14.0313,1054.27,540.784,28.36
720575940564913565,F-mini-ON,FmOn,153.708,721.371,-15.7181,148.624,715.792,27.96
720575940578453705,F-mini-ON,FmOn,362.638,434.583,-14.5167,356.912,427.104,20.12
720575940580286872,F-mini-ON,FmOn,507.747,557.949,-13.4647,505.312,555.648,17.84
720575940570271455,F-mini-ON,FmOn,751.933,275.424,-17.1367,750.736,272.32,43.96
720575940565025783,F-mini-ON,FmOn,992.197,1039.65,-13.0856,993.888,1037.23,34.44
720575940576725013,F-mini-ON,FmOn,257.272,759.293,-12.361,251.52,759.296,12.16
720575940570192018,F-mini-ON,FmOn,331.815,702.412,-13.8405,327.856,696.896,9.4
720575940570130088,F-mini-ON,FmOn,337.535,1051.19,-13.4257,331.264,1049.82,33.68
720575940565105794,F-mini-ON,FmOn,284.55,825.259,-14.4149,276.704,824.768,10.64
720575940580246197,F-mini-ON,FmOn,324.115,568.353,-13.3927,317.824,563.184,13.76
720575940565137743,F-mini-ON,FmOn,308.13,866.715,-14.8431,302.688,863.952,10.32
720575940576316590,F-mini-ON,FmOn,593.634,797.782,-15.6125,589.248,797.68,16.24
720575940576295183,F-mini-ON,FmOn,203.979,549.581,-13.4573,199.776,548.288,26.64
720575940570297665,F-mini-ON,FmOn,508.824,598.849,-20.1551,509.008,588.672,8.48
720575940578460520,F-mini-ON,FmOn,867.612,530.546,-13.9184,866.048,527.52,24.88
720575940565494146,F-mini-ON,FmOn,444.777,659.267,-17.1458,441.824,655.024,13.52
720575940569862774,F-mini-ON,FmOn,178.789,508.735,-16.3986,171.024,507.568,27.52
720575940575694164,F-mini-ON,FmOn,799.191,400.151,-13.6879,798.336,398.192,34.4
720575940565744548,F-mini-ON,FmOn,633.288,453.142,-13.0271,633.296,450.016,27.56
720575940577365178,F-mini-ON,FmOn,747.409,1083.39,-13.748,744.096,1081.62,24.28
720575940577359932,F-mini-ON,FmOn,297.337,361.603,-16.4931,295.136,356.656,34.08
720575940574583856,F-mini-ON,FmOn,154.512,468.219,-15.7415,152.464,467.728,39.08
720575940568497146,F-mini-ON,FmOn,396.497,614.478,-15.966,398.448,612.208,11.8
720575940569432658,F-mini-ON,FmOn,1008.86,833.935,-10.5571,1012.62,833.472,20.56
720575940567959047,F-mini-ON,FmOn,240.901,533.97,-14.0808,237.376,533.984,16.2
720575940573511741,F-mini-ON,FmOn,669.802,502.782,-15.3258,667.248,500.208,19.12
720575940567964405,F-mini-ON,FmOn,1085.56,930.212,-13.4341,1082.05,930.56,33.76
720575940568037558,F-mini-ON,FmOn,876.208,454.507,-12.7483,876.976,454.432,32.28
720575940573445311,F-mini-ON,FmOn,766.625,529.751,-15.5441,767.536,528.192,24.64
720575940568974670,F-mini-ON,FmOn,692.057,771.628,-16.0311,689.44,768.816,16.0
720575940578353097,F-mini-ON,FmOn,561.957,916.118,-14.3178,557.104,915.696,13.48
720575940568070918,F-mini-ON,FmOn,597.823,530.925,-13.9072,596.576,529.44,23.2
720575940571731628,F-mini-ON,FmOn,628.94,323.441,-18.1264,629.856,316.832,28.36
720575940571704340,F-mini-ON,FmOn,285.732,688.277,-17.2048,280.064,680.288,10.04
720575940570666265,F-mini-ON,FmOn,750.735,1027.08,-14.0639,748.416,1025.18,22.4
720575940568882014,F-mini-ON,FmOn,606.977,741.659,-15.1233,608.208,742.064,12.92
720575940571650706,F-mini-ON,FmOn,1086.18,797.878,-13.633,1086.61,797.728,24.76
720575940568782343,F-mini-ON,FmOn,554.284,1059.36,-14.9248,554.016,1055.84,22.64
720575940571383595,F-mini-ON,FmOn,278.818,966.162,-13.7394,277.504,968.352,19.44
720575940570886367,F-mini-ON,FmOn,436.415,317.622,-16.6887,435.408,312.176,33.36
720575940571274164,F-mini-ON,FmOn,538.901,1008.46,-9.21971,534.976,1008.27,21.12
720575940568364816,F-mini-ON,FmOn,354.147,536.567,-13.07,350.16,530.096,13.8
720575940568391309,F-mini-ON,FmOn,433.636,434.67,-8.19563,534.144,87.344,68.4
720575940568444944,F-mini-ON,FmOn,446.296,848.682,-17.0809,445.456,848.704,7.76
720575940568718708,F-mini-ON,FmOn,670.922,666.04,-11.7937,670.912,661.856,16.84
720575940579019210,F-mini-ON,FmOn,383.117,397.684,-13.1202,381.248,391.44,25.92
720575940578059209,F-mini-ON,FmOn,387.446,894.883,-16.5164,383.488,893.84,11.2
720575940567109900,F-mini-ON,FmOn,609.426,475.936,-13.9499,612.944,473.408,17.2
720575940567824117,F-mini-ON,FmOn,1085.16,523.041,-14.0286,1087.22,518.544,37.12
720575940579295120,F-mini-ON,FmOn,718.977,280.105,-17.8697,718.368,276.832,44.04
720575940567137804,F-mini-ON,FmOn,891.667,323.637,-15.0482,891.344,320.704,40.16
720575940569190541,F-mini-ON,FmOn,1030.2,412.123,-14.4152,1032.62,407.168,41.92
720575940567235447,F-mini-ON,FmOn,387.912,253.429,-15.5416,385.888,252.096,46.76
720575940567264353,F-mini-ON,FmOn,898.694,885.289,-12.351,899.664,883.328,22.52
720575940578389458,F-mini-ON,FmOn,93.786,618.944,-14.1539,90.768,614.384,42.36
720575940577947140,F-mini-ON,FmOn,979.841,764.39,-14.4682,979.184,762.4,15.04
720575940574007999,F-mini-ON,FmOn,135.634,507.336,-19.1061,132.368,499.824,39.68
720575940567418168,F-mini-ON,FmOn,625.854,885.012,-14.1895,623.264,884.016,19.44
720575940570562015,F-mini-ON,FmOn,597.661,234.942,-17.7129,597.792,230.32,44.96
720575940573893664,F-mini-ON,FmOn,211.001,1088.12,-16.9367,207.424,1086.14,53.2
720575940567795055,F-mini-ON,FmOn,939.107,381.136,-15.2497,938.784,379.056,40.48
720575940567493628,F-mini-ON,FmOn,339.08,296.957,-17.0184,338.368,291.024,43.16
720575940567506102,F-mini-ON,FmOn,308.757,654.119,-14.729,302.992,647.808,12.24
720575940573877657,F-mini-ON,FmOn,943.297,953.554,-11.9932,941.808,951.2,25.36
720575940579934065,F-mini-ON,FmOn,787.44,582.782,-15.4975,787.2,580.752,22.6
720575940567571462,F-mini-ON,FmOn,939.295,669.307,-12.2651,938.432,667.664,21.04
720575940567575548,F-mini-ON,FmOn,939.908,750.787,-14.3164,938.432,748.288,15.32
720575940567634488,F-mini-ON,FmOn,887.792,1045.73,-14.6092,885.408,1044.35,25.08
720575940569099958,F-mini-ON,FmOn,409.558,535.998,-15.9673,405.056,530.32,15.72
720575940569054134,F-mini-ON,FmOn,318.931,455.324,-11.6116,314.544,454.336,20.12
720575940567692978,F-mini-ON,FmOn,890.403,401.328,-14.0457,889.856,397.536,33.24
720575940573743769,F-mini-ON,FmOn,995.428,545.255,-12.7143,997.36,545.488,21.68
720575940569185718,F-mini-ON,FmOn,301.054,477.289,-13.6291,304.72,470.512,18.2
720575940574232393,F-mini-ON,FmOn,673.391,867.116,-11.2442,672.192,865.488,18.04
720575940564105279,F-mini-ON,FmOn,759.544,888.954,-13.9117,757.232,884.912,18.8
720575940583046702,F-mini-ON,FmOn,134.202,961.648,-16.6532,135.728,961.312,43.72
720575940556547450,F-mini-ON,FmOn,944.346,510.639,-14.803,942.576,511.2,24.84
720575940556529530,F-mini-ON,FmOn,996.893,430.213,-10.8169,997.52,427.984,37.88
720575940556432104,F-mini-ON,FmOn,442.683,1041.26,-13.0899,438.656,1041.49,24.24
720575940556252266,F-mini-ON,FmOn,532.408,650.985,-15.3888,529.856,647.168,18.0
720575940556247860,F-mini-ON,FmOn,861.658,351.232,-14.6638,862.24,346.528,33.52
720575940556246394,F-mini-ON,FmOn,218.861,879.548,-13.0735,215.648,878.928,23.48
720575940556236698,F-mini-ON,FmOn,630.759,995.827,-15.4589,629.76,996.368,16.8
720575940556135530,F-mini-ON,FmOn,681.155,388.59,-15.9003,680.832,385.024,22.72
720575940555855075,F-mini-ON,FmOn,153.704,893.302,-14.7162,148.064,889.216,33.32
720575940555822362,F-mini-ON,FmOn,1066.82,682.409,-15.7983,1069.9,678.08,25.24
720575940555731182,F-mini-ON,FmOn,957.026,802.879,-13.1727,959.472,802.048,21.08
720575940555685352,F-mini-ON,FmOn,715.646,369.013,-14.3408,715.312,365.28,34.88
